"","Species","Year","Month","Day","Region","Location","Site","Lat","Lon","Sector","CaptureMeth","TL","TL10","TL20","TL50","Age","AgeClass"
"3661","King Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",222,220,220,200,NA,NA
"3662","King Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",214,210,200,200,NA,NA
"3663","King Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",220,220,220,200,NA,NA
"3664","King Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",229,220,220,200,NA,NA
"3665","King Wrasse",2006,4,6,"Jurien","Jurien","357",-30.31153333,114.9656167,"Research","LINE",296,290,280,250,NA,NA
"3666","King Wrasse",2006,4,6,"Jurien","Jurien","357",-30.31153333,114.9656167,"Research","LINE",357,350,340,350,NA,NA
"3667","King Wrasse",2006,4,7,"Jurien","Jurien","JC22",-30.44596667,114.9907333,"Research","LINE",326,320,320,300,NA,NA
"3668","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",269,260,260,250,NA,NA
"3669","King Wrasse",2006,5,3,"Jurien","Green Head","314",-30.07686667,114.93435,"Research","LINE",220,220,220,200,NA,NA
"3670","King Wrasse",2006,1,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",344,340,340,300,NA,NA
"3671","King Wrasse",2006,5,11,"Jurien","Green Head","343",-30.16545,114.9399167,"Research","LINE",358,350,340,350,NA,NA
"3672","King Wrasse",2006,5,11,"Jurien","Green Head","343",-30.16545,114.9399167,"Research","LINE",319,310,300,300,NA,NA
"3673","King Wrasse",2006,5,11,"Jurien","Green Head","343",-30.16545,114.9399167,"Research","LINE",307,300,300,300,NA,NA
"3674","King Wrasse",2006,5,11,"Jurien","Green Head","343",-30.16545,114.9399167,"Research","LINE",307,300,300,300,NA,NA
"3675","King Wrasse",2006,5,11,"Jurien","Green Head","343",-30.16545,114.9399167,"Research","LINE",290,290,280,250,NA,NA
"3676","King Wrasse",2006,5,11,"Jurien","Green Head","343",-30.16545,114.9399167,"Research","LINE",160,160,160,150,NA,NA
"3677","King Wrasse",2006,5,11,"Jurien","Green Head","343",-30.16545,114.9399167,"Research","LINE",131,130,120,100,NA,NA
"3678","King Wrasse",2006,6,2,"Jurien","Green Head","435",-30.09205,114.9508167,"Research","LINE",150,150,140,150,NA,NA
"3679","King Wrasse",2006,6,7,"Jurien","Jurien","JC18",-30.44171667,114.9984333,"Research","LINE",209,200,200,200,NA,NA
"3680","King Wrasse",2006,6,9,"Jurien","Jurien","357",-30.31153333,114.9656167,"Research","LINE",348,340,340,300,NA,NA
"3681","King Wrasse",2006,10,8,"Jurien","Jurien","Booka ",NA,NA,"Research","LINE",223,220,220,200,NA,NA
"3682","King Wrasse",2006,11,25,"Jurien","Jurien","outer rocks D=12m",NA,NA,"Research","LINE",314,310,300,300,NA,NA
"3683","King Wrasse",2006,11,27,"Jurien","Green Head","JC4",-30.12615,114.9370167,"Research","LINE",272,270,260,250,NA,NA
"3684","King Wrasse",2007,1,25,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",131,130,120,100,NA,NA
"3685","King Wrasse",2007,5,10,"Jurien","Jurien","JC15",-30.33548333,115.00365,"Research","LINE",262,260,260,250,NA,NA
"3686","King Wrasse",2007,5,10,"Jurien","Jurien","JC15",-30.33548333,115.00365,"Research","LINE",255,250,240,250,NA,NA
"3687","King Wrasse",2007,5,10,"Jurien","Jurien","JC15",-30.33548333,115.00365,"Research","LINE",299,290,280,250,NA,NA
"3688","King Wrasse",2007,5,11,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",260,260,260,250,NA,NA
"3689","King Wrasse",2007,5,11,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",253,250,240,250,NA,NA
"3690","King Wrasse",2007,5,11,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",252,250,240,250,NA,NA
"3691","King Wrasse",2007,5,11,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",286,280,280,250,NA,NA
"3692","King Wrasse",2007,5,11,"Jurien","Green Head","JC5",-30.13035,114.9684667,"Research","LINE",150,150,140,150,NA,NA
"3693","King Wrasse",2007,5,15,"Jurien","Green Head","JC2",-30.10328333,114.96515,"Research","LINE",243,240,240,200,NA,NA
"3694","King Wrasse",2007,5,15,"Jurien","Green Head","JC2",-30.10328333,114.96515,"Research","LINE",240,240,240,200,NA,NA
"3695","King Wrasse",2007,5,15,"Jurien","Green Head","JC28",-30.13451667,114.9677167,"Research","LINE",270,270,260,250,NA,NA
"3696","King Wrasse",2007,6,1,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",257,250,240,250,NA,NA
"3697","King Wrasse",2007,6,1,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",318,310,300,300,NA,NA
"3698","King Wrasse",2007,5,31,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",170,170,160,150,NA,NA
"3699","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",302,300,300,300,NA,NA
"3700","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",242,240,240,200,NA,NA
"3701","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",230,230,220,200,NA,NA
"3702","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",224,220,220,200,NA,NA
"3703","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",239,230,220,200,NA,NA
"3704","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",341,340,340,300,NA,NA
"3705","King Wrasse",2007,5,31,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",367,360,360,350,NA,NA
"3706","King Wrasse",2007,5,31,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",321,320,320,300,NA,NA
"3707","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",270,270,260,250,NA,NA
"3708","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",239,230,220,200,NA,NA
"3709","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",239,230,220,200,NA,NA
"3710","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",160,160,160,150,NA,NA
"3711","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",291,290,280,250,NA,NA
"3712","King Wrasse",2007,6,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",358,350,340,350,NA,NA
"3713","King Wrasse",2007,6,4,"Jurien","Jurien","JC22",-30.44596667,114.9907333,"Research","LINE",169,160,160,150,NA,NA
"3714","King Wrasse",2007,6,4,"Jurien","Jurien","JC22",-30.44596667,114.9907333,"Research","LINE",207,200,200,200,NA,NA
"3715","King Wrasse",2007,6,4,"Jurien","Jurien","JC22",-30.44596667,114.9907333,"Research","LINE",285,280,280,250,NA,NA
"3716","King Wrasse",2007,6,4,"Jurien","Jurien","JC22",-30.44596667,114.9907333,"Research","LINE",312,310,300,300,NA,NA
"3717","King Wrasse",2007,6,5,"Jurien","Jurien","jb sciref 11m",NA,NA,"Research","LINE",232,230,220,200,NA,NA
"3718","King Wrasse",2007,6,5,"Jurien","Jurien","jb sciref 11m",NA,NA,"Research","LINE",233,230,220,200,NA,NA
"3719","King Wrasse",2007,6,5,"Jurien","Jurien","jb sciref 11m",NA,NA,"Research","LINE",240,240,240,200,NA,NA
"3720","King Wrasse",2007,6,5,"Jurien","Jurien","jb sciref 11m",NA,NA,"Research","LINE",247,240,240,200,NA,NA
"3721","King Wrasse",2007,6,5,"Jurien","Jurien","jb sciref 11m",NA,NA,"Research","LINE",286,280,280,250,NA,NA
"3722","King Wrasse",2007,6,5,"Jurien","Jurien","jb sciref 11m",NA,NA,"Research","LINE",272,270,260,250,NA,NA
"3723","King Wrasse",2007,6,6,"Jurien","Green Head","JC35",-30.17226667,114.9455333,"Research","LINE",214,210,200,200,NA,NA
"3724","King Wrasse",2007,6,6,"Jurien","Green Head","JC35",-30.17226667,114.9455333,"Research","LINE",237,230,220,200,NA,NA
"3725","King Wrasse",2007,6,21,"Metro","Perth","#616",NA,NA,"Research","LINE",250,250,240,250,NA,NA
"3726","King Wrasse",2007,6,29,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",207,200,200,200,NA,NA
"3727","King Wrasse",2007,4,12,"Jurien","Jurien","JC21",-30.29423333,114.96625,"Research","LINE",293,290,280,250,NA,NA
"3728","King Wrasse",2007,4,14,"Jurien","Jurien","JC16",-30.34538333,115.0375167,"Research","LINE",263,260,260,250,NA,NA
"3729","King Wrasse",2007,4,14,"Jurien","Jurien","JC16",-30.34538333,115.0375167,"Research","LINE",239,230,220,200,NA,NA
"3730","King Wrasse",2007,4,14,"Jurien","Jurien","JC16",-30.34538333,115.0375167,"Research","LINE",232,230,220,200,NA,NA
"3731","King Wrasse",2007,4,14,"Jurien","Jurien","JC16",-30.34538333,115.0375167,"Research","LINE",219,210,200,200,NA,NA
"3732","King Wrasse",2007,4,14,"Jurien","Jurien","JC16",-30.34538333,115.0375167,"Research","LINE",210,210,200,200,NA,NA
"3733","King Wrasse",2007,4,14,"Jurien","Jurien","JC16",-30.34538333,115.0375167,"Research","LINE",126,120,120,100,NA,NA
"3734","King Wrasse",2007,9,10,"Jurien","Jurien","JC12",-30.31781667,114.97045,"Research","LINE",307,300,300,300,NA,NA
"3735","King Wrasse",2007,9,6,"Jurien","Jurien","JC24",-30.41511667,114.9831,"Research","LINE",267,260,260,250,NA,NA
"3736","King Wrasse",2007,9,6,"Jurien","Jurien","JC24",-30.41511667,114.9831,"Research","LINE",305,300,300,300,NA,NA
"3737","King Wrasse",2007,9,6,"Jurien","Jurien","JC24",-30.41511667,114.9831,"Research","LINE",329,320,320,300,NA,NA
"3738","King Wrasse",2007,9,5,"Jurien","Jurien","JC21",-30.29423333,114.96625,"Research","LINE",339,330,320,300,NA,NA
"3739","King Wrasse",2007,9,5,"Jurien","Jurien","JC21",-30.29423333,114.96625,"Research","LINE",341,340,340,300,NA,NA
"3740","King Wrasse",2007,9,5,"Jurien","Jurien","JC21",-30.29423333,114.96625,"Research","LINE",246,240,240,200,NA,NA
"3741","King Wrasse",2007,9,5,"Jurien","Jurien","JC21",-30.29423333,114.96625,"Research","LINE",212,210,200,200,NA,NA
"3742","Maori Wrasse",2005,1,29,"Jurien","Jurien","pump",NA,NA,"Research","LINE",179,170,160,150,3.326027397,3
"3743","Maori Wrasse",2005,1,30,"Jurien","Jurien","escp",NA,NA,"Research","LINE",195,190,180,150,3.328767123,3
"3744","Maori Wrasse",2005,2,2,"Jurien","Green Head","fish",NA,NA,"Research","LINE",278,270,260,250,9.334246575,9
"3745","Maori Wrasse",2005,2,2,"Jurien","Green Head","fish",NA,NA,"Research","LINE",287,280,280,250,NA,NA
"3746","Maori Wrasse",2005,2,2,"Jurien","Green Head","fish",NA,NA,"Research","LINE",257,250,240,250,NA,NA
"3747","Maori Wrasse",2005,2,2,"Jurien","Cervantes","sam's",NA,NA,"Research","LINE",225,220,220,200,4.334246575,4
"3748","Maori Wrasse",2005,2,2,"Jurien","Cervantes","sam's",NA,NA,"Research","LINE",247,240,240,200,5.334246575,5
"3749","Maori Wrasse",2005,2,2,"Jurien","Cervantes","sam's",NA,NA,"Research","LINE",275,270,260,250,6.334246575,6
"3750","Maori Wrasse",2005,2,2,"Jurien","Cervantes","BIGWV",-30.52381667,115.0194833,"Research","LINE",283,280,280,250,7.334246575,7
"3751","Maori Wrasse",2005,2,2,"Jurien","Cervantes","BIGWV",-30.52381667,115.0194833,"Research","LINE",257,250,240,250,NA,NA
"3752","Maori Wrasse",2005,2,2,"Jurien","Cervantes","BIGWV",-30.52381667,115.0194833,"Research","LINE",200,200,200,200,3.334246575,3
"3753","Maori Wrasse",2005,2,2,"Jurien","Cervantes","BIGWV",-30.52381667,115.0194833,"Research","LINE",192,190,180,150,3.334246575,3
"3754","Maori Wrasse",2005,2,2,"Jurien","Cervantes","BIGWV",-30.52381667,115.0194833,"Research","LINE",219,210,200,200,NA,NA
"3755","Maori Wrasse",2005,2,2,"Jurien","Cervantes","BIGWV",-30.52381667,115.0194833,"Research","LINE",182,180,180,150,3.334246575,3
"3756","Maori Wrasse",2005,2,5,"Jurien","Jurien","lacdp2 (10m)",NA,NA,"Research","LINE",188,180,180,150,3.342465753,3
"3757","Maori Wrasse",2005,2,5,"Jurien","Jurien","lacdp2 (10m)",NA,NA,"Research","LINE",211,210,200,200,4.342465753,4
"3758","Maori Wrasse",2005,2,5,"Jurien","Jurien","lacdp2 (10m)",NA,NA,"Research","LINE",221,220,220,200,4.342465753,4
"3759","Maori Wrasse",2005,2,5,"Jurien","Jurien","lacdp2 (10m)",NA,NA,"Research","LINE",263,260,260,250,NA,NA
"3760","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",194,190,180,150,4.430136986,4
"3761","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",220,220,220,200,6.430136986,6
"3762","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",257,250,240,250,6.430136986,6
"3763","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",320,320,320,300,9.430136986,9
"3764","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",301,300,300,300,7.430136986,7
"3765","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",299,290,280,250,7.430136986,7
"3766","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",252,250,240,250,6.430136986,6
"3767","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",273,270,260,250,6.430136986,6
"3768","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",291,290,280,250,6.430136986,6
"3769","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",252,250,240,250,7.430136986,7
"3770","Maori Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",305,300,300,300,7.430136986,7
"3771","Maori Wrasse",2005,3,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",219,210,200,200,5.457534247,5
"3772","Maori Wrasse",2005,3,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",285,280,280,250,5.457534247,5
"3773","Maori Wrasse",2005,3,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",296,290,280,250,11.45753425,11
"3774","Maori Wrasse",2005,4,5,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",238,230,220,200,6.506849315,6
"3775","Maori Wrasse",2005,4,5,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",281,280,280,250,6.506849315,6
"3776","Maori Wrasse",2005,4,5,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",261,260,260,250,6.506849315,6
"3777","Maori Wrasse",2005,4,5,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",270,270,260,250,6.506849315,6
"3778","Maori Wrasse",2005,4,18,"Jurien","Green Head","215",-30.25495,114.98115,"Research","LINE",270,270,260,250,6.542465753,6
"3779","Maori Wrasse",2005,4,18,"Jurien","Green Head","215",-30.25495,114.98115,"Research","LINE",264,260,260,250,7.542465753,7
"3780","Maori Wrasse",2005,5,1,"Jurien","Jurien","ntht",NA,NA,"Research","LINE",202,200,200,200,3.578082192,3
"3781","Maori Wrasse",2005,5,1,"Jurien","Jurien","ntht",NA,NA,"Research","LINE",210,210,200,200,3.578082192,3
"3782","Maori Wrasse",2005,5,1,"Jurien","Jurien","ntht",NA,NA,"Research","LINE",274,270,260,250,7.578082192,7
"3783","Maori Wrasse",2005,5,1,"Jurien","Jurien","ntht",NA,NA,"Research","LINE",265,260,260,250,6.578082192,6
"3784","Maori Wrasse",2005,5,1,"Jurien","Jurien","ntht",NA,NA,"Research","LINE",262,260,260,250,6.578082192,6
"3785","Maori Wrasse",2005,5,1,"Jurien","Jurien","BOOMA",-30.31781667,114.97045,"Research","LINE",290,290,280,250,7.578082192,7
"3786","Maori Wrasse",2005,5,1,"Jurien","Jurien","BOOMA",-30.31781667,114.97045,"Research","LINE",235,230,220,200,7.578082192,7
"3787","Maori Wrasse",2005,5,1,"Jurien","Green Head","seaw",NA,NA,"Research","LINE",189,180,180,150,3.578082192,3
"3788","Maori Wrasse",2005,5,1,"Jurien","Green Head","seaw",NA,NA,"Research","LINE",251,250,240,250,NA,NA
"3789","Maori Wrasse",2005,5,1,"Jurien","Green Head","seaw",NA,NA,"Research","LINE",270,270,260,250,7.578082192,7
"3790","Maori Wrasse",2005,5,7,"Jurien","Green Head","fisO",NA,NA,"Research","LINE",266,260,260,250,7.594520548,7
"3791","Maori Wrasse",2005,5,7,"Jurien","Green Head","fisO",NA,NA,"Research","LINE",216,210,200,200,4.594520548,4
"3792","Maori Wrasse",2005,5,7,"Jurien","Green Head","fisO",NA,NA,"Research","LINE",236,230,220,200,6.594520548,6
"3793","Maori Wrasse",2005,5,8,"Jurien","Green Head","fiSR",NA,NA,"Research","LINE",268,260,260,250,NA,NA
"3794","Maori Wrasse",2005,5,8,"Jurien","Green Head","fiSR",NA,NA,"Research","LINE",263,260,260,250,7.597260274,7
"3795","Maori Wrasse",2005,5,1,"Jurien","Jurien","escp",NA,NA,"Research","LINE",256,250,240,250,7.578082192,7
"3796","Maori Wrasse",2005,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",272,270,260,250,6.312328767,6
"3797","Maori Wrasse",2005,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",298,290,280,250,6.312328767,6
"3798","Maori Wrasse",2005,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",270,270,260,250,6.312328767,6
"3799","Maori Wrasse",2005,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",255,250,240,250,NA,NA
"3800","Maori Wrasse",2005,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",297,290,280,250,NA,NA
"3801","Maori Wrasse",2005,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",280,280,280,250,7.312328767,7
"3802","Maori Wrasse",2005,5,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",304,300,300,300,9.64109589,9
"3803","Maori Wrasse",2005,4,14,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",199,190,180,150,3.531506849,3
"3804","Maori Wrasse",2004,12,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",205,200,200,200,4.128767123,4
"3805","Maori Wrasse",2004,12,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",234,230,220,200,5.128767123,5
"3806","Maori Wrasse",2004,12,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",239,230,220,200,6.128767123,6
"3807","Maori Wrasse",2004,12,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",238,230,220,200,6.128767123,6
"3808","Maori Wrasse",2004,12,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",264,260,260,250,NA,NA
"3809","Maori Wrasse",2004,12,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",280,280,280,250,6.128767123,6
"3810","Maori Wrasse",2004,12,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",279,270,260,250,10.12876712,10
"3811","Maori Wrasse",2004,12,16,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",252,250,240,250,6.126027397,6
"3812","Maori Wrasse",2004,12,16,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",243,240,240,200,6.126027397,6
"3813","Maori Wrasse",2004,12,16,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",278,270,260,250,6.126027397,6
"3814","Maori Wrasse",2004,12,16,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",299,290,280,250,6.126027397,6
"3815","Maori Wrasse",2004,12,16,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",276,270,260,250,7.126027397,7
"3816","Maori Wrasse",2004,12,16,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",302,300,300,300,7.126027397,7
"3817","Maori Wrasse",2004,12,16,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",295,290,280,250,6.126027397,6
"3818","Maori Wrasse",2004,12,16,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",291,290,280,250,6.126027397,6
"3819","Maori Wrasse",2005,6,20,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",260,260,260,250,6.712328767,6
"3820","Maori Wrasse",2005,6,20,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",280,280,280,250,6.712328767,6
"3821","Maori Wrasse",2005,6,21,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",280,280,280,250,6.715068493,6
"3822","Maori Wrasse",2005,6,21,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",293,290,280,250,6.715068493,6
"3823","Maori Wrasse",2005,6,21,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",290,290,280,250,6.715068493,6
"3824","Maori Wrasse",2005,6,21,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",278,270,260,250,6.715068493,6
"3825","Maori Wrasse",2005,6,21,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",273,270,260,250,6.715068493,6
"3826","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",204,200,200,200,4.994520548,4
"3827","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",246,240,240,200,5.994520548,5
"3828","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",265,260,260,250,5.994520548,5
"3829","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",278,270,260,250,5.994520548,5
"3830","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",297,290,280,250,6.994520548,6
"3831","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",271,270,260,250,5.994520548,5
"3832","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",287,280,280,250,6.994520548,6
"3833","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",303,300,300,300,6.994520548,6
"3834","Maori Wrasse",2004,10,28,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",298,290,280,250,5.994520548,5
"3835","Maori Wrasse",2004,10,27,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",223,220,220,200,3.991780822,3
"3836","Maori Wrasse",2004,10,27,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",250,250,240,250,5.991780822,5
"3837","Maori Wrasse",2004,10,27,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",253,250,240,250,5.991780822,5
"3838","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",272,270,260,250,7.065753425,7
"3839","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",284,280,280,250,6.065753425,6
"3840","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",285,280,280,250,6.065753425,6
"3841","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",279,270,260,250,6.065753425,6
"3842","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",280,280,280,250,6.065753425,6
"3843","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",273,270,260,250,6.065753425,6
"3844","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",250,250,240,250,5.065753425,5
"3845","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",299,290,280,250,10.06575342,10
"3846","Maori Wrasse",2004,11,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",293,290,280,250,NA,NA
"3847","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",282,280,280,250,NA,NA
"3848","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",295,290,280,250,NA,NA
"3849","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",285,280,280,250,6.769863014,6
"3850","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",296,290,280,250,11.76986301,11
"3851","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",293,290,280,250,6.769863014,6
"3852","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",271,270,260,250,6.769863014,6
"3853","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",262,260,260,250,6.769863014,6
"3854","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",208,200,200,200,3.769863014,3
"3855","Maori Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",181,180,180,150,3.769863014,3
"3856","Maori Wrasse",2005,2,13,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",245,240,240,200,6.364383562,6
"3857","Maori Wrasse",2005,2,13,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",243,240,240,200,6.364383562,6
"3858","Maori Wrasse",2005,2,13,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",275,270,260,250,6.364383562,6
"3859","Maori Wrasse",2005,2,13,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",250,250,240,250,6.364383562,6
"3860","Maori Wrasse",2005,2,13,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",273,270,260,250,6.364383562,6
"3861","Maori Wrasse",2005,2,13,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",274,270,260,250,5.364383562,5
